01.01.2009,29.3916
12.01.2009,30.5331
13.01.2009,30.9981
14.01.2009,31.2226
15.01.2009,31.5616
16.01.2009,32.2135
17.01.2009,32.5747
20.01.2009,32.9085
21.01.2009,33.4154
22.01.2009,32.643
23.01.2009,32.7991
24.01.2009,32.8926
27.01.2009,32.9018
28.01.2009,32.9979
29.01.2009,33.2155
30.01.2009,34.6847
31.01.2009,35.4146
03.02.2009,36.1767
04.02.2009,36.129
05.02.2009,36.0135
06.02.2009,36.3095
07.02.2009,36.3798
10.02.2009,36.1258
11.02.2009,35.9285
12.02.2009,35.8323
13.02.2009,34.8003
14.02.2009,34.5578
17.02.2009,34.7797
18.02.2009,35.6345
19.02.2009,36.4267
20.02.2009,36.091
21.02.2009,36.076
25.02.2009,36.0254
26.02.2009,35.7442
27.02.2009,35.7223
28.02.2009,35.7205
03.03.2009,36.1644
04.03.2009,36.2054
05.03.2009,36.2284
06.03.2009,35.8899
07.03.2009,35.7374
11.03.2009,35.4534
12.03.2009,35.1164
13.03.2009,35.2944
14.03.2009,34.8316
17.03.2009,34.8388
18.03.2009,34.5318
19.03.2009,34.4203
20.03.2009,33.8222
21.03.2009,33.423
24.03.2009,33.3034
25.03.2009,33.2726
26.03.2009,33.7268
27.03.2009,33.4668
28.03.2009,33.4133
31.03.2009,34.0134
01.04.2009,33.9032
02.04.2009,33.9456
03.04.2009,33.7636
04.04.2009,33.4095
07.04.2009,33.1743
08.04.2009,33.384
09.04.2009,33.7781
10.04.2009,33.5334
11.04.2009,33.6309
14.04.2009,33.4863
15.04.2009,33.3887
16.04.2009,33.4507
17.04.2009,33.4184
18.04.2009,33.4677
21.04.2009,33.5371
22.04.2009,34.1043
23.04.2009,34.0597
24.04.2009,33.7848
25.04.2009,33.4187
28.04.2009,33.3904
29.04.2009,33.5533
30.04.2009,33.2491
01.05.2009,32.974
05.05.2009,32.9672
06.05.2009,32.8146
07.05.2009,32.8883
08.05.2009,32.7915
09.05.2009,32.5534
13.05.2009,32.2817
14.05.2009,31.9841
15.05.2009,32.1677
16.05.2009,32.0797
19.05.2009,32.2919
20.05.2009,31.9498
21.05.2009,31.8009
22.05.2009,31.4586
23.05.2009,31.1998
26.05.2009,31.0516
27.05.2009,31.1465
28.05.2009,31.1846
29.05.2009,31.3259
30.05.2009,30.9843
02.06.2009,30.7441
03.06.2009,30.7321
04.06.2009,30.5131
05.06.2009,30.8767
06.06.2009,30.6919
09.06.2009,31.0751
10.06.2009,31.2637
11.06.2009,30.9277
